Chi_tieu,Gia_tri,Don_vi
Tạm ứng (i),147646001440,VND
Phải thu Ông Lâm An Dậu (ii),66000000000,VND
Phải thu lãi cho vay Công ty Cổ phần Đầu tư An Lạc – một bên liên quan,21127200000,VND
Ký quỹ tại UBND Tỉnh Ninh Thuận (iii),17352500000,VND
Phải thu lãi tiền gửi ngân hàng,7274280252,VND
Phải thu lãi cho vay các cá nhân,6110684959,VND
"Ký cược, ký quỹ khác",5811541800,VND
Lãi phải thu từ các khoản đầu tư khác,1841703885,VND
Tiền gửi ngân hàng có kỳ hạn (iii),5510000000,VND
Phải thu khác,2879379878,VND
