Chi_tieu,Gia_tri,Don_vi
Doanh thu ban hang va cung cap dich vu,53000.75,Ty dong
Cac khoan giam tru doanh thu,600.25,Ty dong
Doanh thu thuan,52400.5,Ty dong
Gia von hang ban,44950.5,Ty dong
Loi nhuan gop,7450.0,Ty dong
Doanh thu hoat dong tai chinh,1250.25,Ty dong
Chi phi tai chinh,700.5,Ty dong
Chi phi ban hang,1600.0,Ty dong
Chi phi quan ly doanh nghiep,850.25,Ty dong
Loi nhuan thuan tu hoat dong kinh doanh,5549.5,Ty dong
Thu nhap khac,100.5,Ty dong
Chi phi khac,50.0,Ty dong
Loi nhuan truoc thue,5600.0,Ty dong
Thue thu nhap doanh nghiep,1100.0,Ty dong
Loi nhuan sau thue,4500.0,Ty dong
Bien loi nhuan sau thue,8.5877043158,%
Lai co ban tren co phieu,8250,VND/co phieu
