Chi_tieu,Gia_tri,Don_vi
Luu chuyen tien thuan tu hoat dong kinh doanh,4200.0,Ty dong
Tien thu tu ban hang va cung cap dich vu,51000.0,Ty dong
Tien chi tra cho nguoi cung cap hang hoa va dich vu,-42000.0,Ty dong
Tien chi tra cho nguoi lao dong,-2500.0,Ty dong
Tien lai vay da tra,-600.0,Ty dong
Thue thu nhap doanh nghiep da nop,-900.0,Ty dong
Luu chuyen khac tu hoat dong kinh doanh,-800.0,Ty dong
Luu chuyen tien thuan tu hoat dong dau tu,-3000.0,Ty dong
Tien chi mua sam tai san co dinh,-4500.0,Ty dong
Tien thu tu thanh ly tai san co dinh,500.0,Ty dong
Luu chuyen khac tu hoat dong dau tu,1000.0,Ty dong
Luu chuyen tien thuan tu hoat dong tai chinh,1000.0,Ty dong
Tien thu tu di vay,6000.0,Ty dong
Tien tra no goc vay,-5000.0,Ty dong
Anh huong cua thay doi ty gia hoi doai,-1700.0,Ty dong
Tang thuan tien va tuong duong tien trong ky,500.0,Ty dong
Tien va tuong duong tien dau ky,1000.5,Ty dong
Tien va tuong duong tien cuoi ky,1500.5,Ty dong
