Chi_tieu,Gia_tri,Don_vi
Luu chuyen tien thuan tu hoat dong kinh doanh,615500000.5,Nghin dong
Tien chi mua sam tai san co dinh,-425000000.25,Nghin dong
Tien thu tu thanh ly tai san co dinh,18500000.75,Nghin dong
Luu chuyen tien thuan tu hoat dong dau tu,-406499999.5,Nghin dong
Tien thu tu di vay,1200000000,Nghin dong
Tien tra no goc vay,-1095000000,Nghin dong
Co tuc da tra,-150000000,Nghin dong
Luu chuyen tien thuan tu hoat dong tai chinh,-45000000,Nghin dong
Luu chuyen tien thuan trong ky,164000001,Nghin dong
Tien va tuong duong tien dau ky,321499999,Nghin dong
Tien va tuong duong tien cuoi ky,485500000,Nghin dong
