Chi_tieu,Gia_tri,Don_vi
Thu nhap lai va cac khoan thu nhap tuong tu,52300000.5,Trieu dong
Chi phi lai va cac chi phi tuong tu,-25800000.25,Trieu dong
Thu nhap lai thuan,26500000.25,Trieu dong
Lai thuan tu hoat dong dich vu,3200000.5,Trieu dong
Lai thuan tu kinh doanh ngoai hoi,1150000.25,Trieu dong
Chi phi hoat dong,-10500000.5,Trieu dong
Chi phi du phong rui ro tin dung,-2100000,Trieu dong
Loi nhuan truoc thue,20250000,Trieu dong
Chi phi thue thu nhap doanh nghiep,-4050000,Trieu dong
Loi nhuan sau thue,16200000,Trieu dong
Lai co ban tren co phieu,4450,VND/co phieu
