Chi_tieu,Gia_tri,Don_vi
Số dư tại ngày 01/01/2014 như đượctrình bày năm trước,497824834198,VND
Áp dụng chính sách kế toán mới (i),14068864199,VND
Số dư tại ngày 01/01/2014,511893698397,VND
Vốn góp tăng trong năm,214567640780,VND
Lợi nhuận tăng trong năm,36270141145,VND
Phân phối lợi nhuận,-10076452000,VND
Chia cổ tức,-19800000000,VND
Số dư tại ngày 31/12/2014,732855028322,VND
Vốn góp tăng trong năm (ii),98906880000,VND
Lợi nhuận tăng trong năm,54758545610,VND
Phân phối lợi nhuận (iii),-5440521171,VND
Trả cổ tức (ii),-98999880000,VND
Sử dụng các quỹ,-876213000,VND
Số dư tại ngày 31/12/2015,781203839761,VND
