Chi_tieu,Gia_tri,Don_vi
Ngắn hạn,2811009608436,VND
Nhận đặt cọc chuyển nhượng dự án,2191282100000,VND
"Nhận ký quỹ, ký cược",219503677500,VND
Lợi nhuận được chia từ hợp tác kinh doanh,136388584457,VND
"Lệ phí trước bạ, quỹ báo trí chung cư (i)",74437246897,VND
"Chỉ phí đến bù, giải tỏa phải trả",21634323726,VND
Phải trả ống Phan Văn Bình,19525635609,VND
Phải trả khác,148238040247,VND
Dài hạn,19746000000,VND
Nhận hợp tác đầu tư các dự án bất động sản (ii),19600000000,VND
"Nhận ký quỹ, ký cược khác",146000000,VND
