Chi_tieu,Gia_tri,Don_vi
Số dư tại ngày 01/01/2016,781203839761,VND
Vốn góp tăng trong năm,83962700000,VND
Lợi nhuận tăng trong năm,130649389312,VND
Phân phối lợi nhuận,-3365085835,VND
Trả cổ tức 2015,-34649991600,VND
Tạm ứng cổ tức năm 2016,-51899988000,VND
Số dư tại ngày 31/12/2016,905900863638,VND
Vốn góp tăng trong năm (i),303752500000,VND
Lợi nhuận tăng trong năm,251314327424,VND
Phân phối lợi nhuận (ii),-11358838077,VND
Trả cổ tức năm 2016 (ii),-56964988000,VND
Tạm ứng cổ tức đợt 1 năm 2017 (iv),-29624994000,VND
Giảm khác (iii),-45000000,VND
Trả tiền cổ tức năm 2009-2011 choBùi Văn Long,-2859500,VND
Số dư tại ngày 31/12/2017,1362971011485,VND
