Chi_tieu,Gia_tri,Don_vi
15. Tăng/(Giảm) các khoản nợ chính phù và NHNN,1244200,Trieu dong
16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,-5966999,Trieu dong
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),1429180,Trieu dong
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),3784922,Trieu dong
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-48392,Trieu dong
20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-38895,Trieu dong
21. Tăng/(Giảm) khác về công nợ hoạt động,11126,Trieu dong
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,-3804271,Trieu dong
01. Mua sắm TSCĐ,-14614,Trieu dong
"02. Tiền thu từ thanh lý, nhượng bán TSCĐ",1005885,Trieu dong
II. Lưu chuyển tiền từ hoạt động đầu tư,991271,Trieu dong
IV. Lưu chuyển tiền thuần trong kỳ,-2813000,Trieu dong
V. Tiền và các khoản tương đương tiền đầu kỳ,11344137,Trieu dong
VII. Tiền và các khoản tương đương tiền cuối kỳ,8531137,Trieu dong
