Chi_tieu,Gia_tri,Don_vi
Phải thu từ bán hàng và cung cấp dịch vụ,863014853,Nghin VND
- Somphot Sayyachack,123100073,Nghin VND
- Phải thu từ các khách hàng khác,739914780,Nghin VND
Phải thu từ xây dựng sân bay cho Chính phủ Lào,727713177,Nghin VND
Phải thu về chuyển nhượng dự án,90147433,Nghin VND
TỔNG CỘNG,1680875463,Nghin VND
Phải thu các bên khác,1101584150,Nghin VND
Phải thu bên liên quan (Thuyết minh số 34),579291313,Nghin VND
Dự phòng phải thu ngắn hạn khó đòi,-5180000,Nghin VND
GIÁ TRỊ THUÀN,1675695463,Nghin VND
